country,latitude,longitude,region,continent,ev_stock,ev_sales,battery_demand_mwh_est,total_battery_factories,total_battery_capacity_gwh,dc_fast_chargers,ac_chargers,avg_power_kw,net_lithium_import_t,net_cobalt_import_t,net_nickel_import_t,net_graphite_import_t,fuel_consumption_rate,eta_variation_hours,traffic_congestion_level,warehouse_inventory_level,loading_unloading_time,lithium_production_t,cobalt_production_t,nickel_production_t,graphite_production_t,domestic_mineral_capacity,mineral_self_sufficiency_pct,import_dependency_pct,supply_risk_score,geopolitical_risk_score,supplier_diversity_index,disruption_probability,risk_category,factory_utilization_pct,battery_export_gwh,battery_import_gwh,production_cost_usd_per_kwh,average_factory_age_years,annual_battery_output_gwh,charger_density_per_1000_ev,public_charging_ratio,charging_readiness_score,charger_growth_rate_pct,transport_mode,average_shipping_distance_km,logistics_cost_usd_per_ton,on_time_delivery_rate_pct,carbon_emission_tco2,route_efficiency_score,warehouse_capacity_t,inventory_turnover_ratio,stockout_probability,date,year,quarter,month,month_name,week,day,fiscal_year,ev_market_growth_pct,battery_demand_growth_pct,manufacturing_dependency_score,infrastructure_score,logistics_risk_score,inventory_risk_score,overall_supply_chain_score
Germany,51.17,10.45,Western Europe,Europe,2282091,407752,19891.99,26,177.75,25709,147532,85.4,187994.05,76997.54,133381.97,53140.07,39.63,1,45.5,121011.3,4.18,154931,15078,117621,47537,335167,42.12,59.56,39.1,36.6,0.82,0.04,Medium,61.01,293.35,80.51,121.48,5.5,335.16,16.01,43.19,21.1,31.08,Sea,116.3,246.58,95.13,11.6,87.99,109864.53,12.8,0.24,22-09-2025,2025,Q3,9,September,39,22,2025,19.55,19.55,34.4,73.1,62.39,53.9,70.75
Chile,-35.68,-71.54,South America,South America,95044,18836,736.04,1,8.89,916,4560,54,-15614.82,-10770.57,-5690.14,-19539.12,42.76,4.34,88.4,5725.34,6.76,148435,62649,129947,161438,502469,15.47,84.99,51.1,56.7,0.95,0.01,High,75.31,75.21,109.25,126.64,17.4,504.59,42.72,47.91,57.2,28.71,Sea,2428.6,184.81,80.06,156.32,68.49,83642.52,15.03,0.32,25-02-2025,2025,Q1,2,February,9,25,2024,5.34,6.38,52.33,71.97,92.78,82.91,66.17
China,35.86,104.19,Eastern Asia,Asia,11341140,1454908,67527.9,89,919.65,213047,1175247,97.9,57707.05,210358.86,798764.53,627605.98,35.16,1.85,25.4,349318.88,2.3,4743,27809,139797,197443,369792,47.82,52.09,43.4,14.6,0.33,0.06,Medium,72.82,224.8,76.38,125.41,22.7,532.16,27.83,35.38,43.3,24.21,Rail,2882.7,256.76,83.48,312.28,64.53,109911.9,8.01,0.26,11-01-2025,2025,Q1,1,January,2,11,2024,10.17,12.18,72.98,67.96,62.32,53.05,65.48
Norway,60.47,8.47,Northern Europe,Europe,837214,110126,5203.39,3,14.06,7478,20750,75.6,15462.69,10191.29,18306.02,2261.86,31.34,5.41,81.5,7455.61,5.97,101647,9599,130294,10256,251796,55.14,43.17,45.7,54,0.61,0.13,Medium,72.66,52.11,15.47,114.56,7.5,550.82,88.21,68.18,100,4.42,Rail,676.1,226.35,99.26,64.71,48.23,16824.47,15.56,0.07,15-01-2024,2024,Q1,1,January,3,15,2023,9.53,9.37,31.2,50.25,92.03,46.09,56.36
United Kingdom,55.38,-3.44,Northern Europe,Europe,1447063,202972,19479.02,10,105.86,12222,62279,81,123466.13,8786.43,75443.7,84884.43,25.37,0.84,20.2,61636.31,2.1,122391,16033,77873,35303,251600,23.39,78.93,38.7,10.1,0.75,0.01,Medium,67.23,124.74,80.52,138.18,16.2,247.67,29.24,39.92,39,31.62,Road,3071.5,311.35,85.17,263.52,96.86,30298.61,6.1,0.4,23-02-2024,2024,Q1,2,February,8,23,2023,19.48,15.13,51.35,47.34,64.45,28.13,68.18
France,46.23,2.21,Western Europe,Europe,1793773,258591,22931.15,10,122.95,12513,94514,85.8,51032,62627.86,94693.75,44414.73,33.84,1.76,62.8,34014.82,5.92,18626,82346,2284,17429,120685,43.41,59.39,35.2,33.6,0.91,0.01,Medium,74.61,128.26,115.02,73.49,23.9,552.12,41.86,41.68,61.4,30.44,Road,2259.2,149.75,84.56,266.01,76.62,46860.93,4.7,0.22,28-10-2024,2024,Q4,10,October,44,28,2024,11.52,29.66,34.55,94.3,36.89,67.02,77.58
South Africa,-30.56,22.94,Southern Africa,Africa,70401,11448,1067.4,2,6.82,604,3541,46.9,-8878.83,-13103.43,-3483.93,-3599.74,22.43,1.44,38.2,4510.26,4.81,18801,83240,38390,3073,143504,55.42,47.27,29.6,15.9,0.75,0.02,Medium,57.28,186.21,134.07,128.06,10.2,682.17,45.83,38.11,51.1,18.11,Rail,2706.6,143.14,82.71,227.78,79.48,40398.02,8.9,0.04,10-02-2025,2025,Q1,2,February,7,10,2024,42.39,23.5,64.73,62.94,59.2,39.88,67.53
Canada,56.13,-106.35,North America,North America,392985,66613,2719.18,6,59.28,6538,22931,71.9,-43802,-12675.74,-44864.99,-15055.95,22.83,4.87,80.1,21192.48,5.62,123543,64607,132581,207966,528697,44.58,56.86,46.5,51,0.71,0.06,Medium,82.2,31.34,247.26,131.8,21.7,521.68,23.16,78.65,29.4,19.23,Road,1859,212.98,75.36,49.08,59.68,64562.37,16.99,0.03,11-04-2024,2024,Q2,4,April,15,11,2024,43.49,24.95,46.75,89.05,15.11,75.95,71.11
Indonesia,-0.79,113.92,Southeast Asia,Asia,146264,33887,1692.95,3,70.17,2115,12119,70.3,-27663.79,-40066.16,-38943.2,-36730.55,25.92,0.35,35.6,2183.92,3.86,37062,23850,64002,6202,131116,58.88,40.21,52.1,70.1,0.55,0.18,High,83.94,45.82,128.93,132.77,26.1,285.72,85.64,44.05,93.9,2.4,Sea,2378.9,162.88,94.1,159.77,97.81,50342.58,17.09,0.07,02-01-2024,2024,Q1,1,January,1,2,2023,13.81,30.91,51.11,61.71,52.46,48.6,72.84
Indonesia,-0.79,113.92,Southeast Asia,Asia,138512,36782,1359.9,6,65.77,2349,14092,66.6,-73950.61,-42020.04,-28623.51,-20584.85,27.93,3.09,41,2695.42,5.11,206547,82894,76085,205061,570587,16.73,81.39,71.4,74.6,0.44,0.31,High,86.37,303.39,132.91,85.49,2,667.74,61.35,71.39,74.9,15.81,Rail,3405.2,180.98,70.42,169.63,92.03,6192.42,2.01,0.15,23-02-2025,2025,Q1,2,February,8,23,2024,6.45,24.22,32.29,63.23,86.5,51.12,67.56
China,35.86,104.19,Eastern Asia,Asia,9983889,1519571,119337.07,85,824.25,189337,1373825,93.4,268831.02,116700.63,136629.27,566919.6,40.21,4.15,63.6,863910.46,4.97,180848,63624,120684,149141,514297,75.3,26.03,30,32.3,0.68,0.05,Medium,94.22,102.06,13.76,132.44,26.3,509.18,17.82,72.42,28.5,11.77,Sea,4117.4,146.07,87.39,175.67,60.85,31032.86,11.21,0.21,20-06-2024,2024,Q2,6,June,25,20,2024,36.98,14.21,69.93,70.58,67.6,7.57,73.91
South Korea,36.5,127.75,Eastern Asia,Asia,911075,175384,13227.01,21,224.11,13829,64093,99.3,102845.33,16998.07,139908.68,182053.16,31.66,0.45,39.8,89053.5,2.85,88444,8114,47312,170235,314105,95.69,6.9,19.5,42.9,0.93,0.02,Low,77.93,277.18,20.82,60.51,2.4,659.45,33.51,28.26,51.5,14.11,Sea,259.7,48.12,73.99,9.62,85.01,52369.79,15.72,0.13,26-08-2025,2025,Q3,8,August,35,26,2025,5.62,23.02,85.6,40.5,75.23,53.36,70.98
Germany,51.17,10.45,Western Europe,Europe,2522010,385858,34109.99,19,195.44,29670,130688,92,209232.37,48701.62,62922.64,73952.74,38.41,0.88,79.2,258311.16,6.39,238637,27627,78456,188658,533378,85.9,11.13,46.4,67.5,0.37,0.42,Medium,76.74,164.7,237.1,96.66,11.3,481.68,63.12,79.99,71.2,17.33,Air,908.7,207.62,94.94,72.86,66.61,77306.21,3.65,0.11,14-09-2024,2024,Q3,9,September,37,14,2024,36.77,8.44,41.75,96.37,24.36,61.97,73.33
United Kingdom,55.38,-3.44,Northern Europe,Europe,1547926,252902,15591.29,11,100.84,13886,88772,78.1,5772.29,16266.75,11307.96,62399.01,42.63,7,89.5,122191.31,6.36,30581,71622,151233,70341,323777,81.81,18.26,47.7,69.9,0.44,0.17,Medium,84.05,285.6,286.13,66.19,24.2,666.71,21.23,59.19,32.2,33.62,Rail,1267.2,83.92,92.11,29.03,55.68,114554.49,10.02,0.45,01-12-2024,2024,Q4,12,December,48,1,2024,26.43,31.81,50.39,97.53,36.68,58.09,72.39
South Korea,36.5,127.75,Eastern Asia,Asia,848708,140755,5573.14,24,186.75,13295,51980,96.9,70500.16,131735.94,117835.54,198482.64,23.72,4.65,81.5,20550.63,6.29,85323,82715,17862,117071,302971,63.04,35.61,59.6,92.8,0.51,0.4,High,88.49,338.45,194.99,110.83,17.7,769.62,44.26,36,52.7,2.12,Air,514.9,117.71,97.04,15.33,89.6,65919.55,15.92,0.09,13-02-2025,2025,Q1,2,February,7,13,2024,34.08,37.21,36.94,74.78,76.66,35.33,73.32
Brazil,-14.24,-51.93,South America,South America,185783,43435,1729.88,1,17.44,2823,16334,61.8,16149.67,1556.91,16192.11,4655.13,42.39,2.26,70.3,2969.79,4.32,189921,83478,151494,217710,642603,25.18,76.57,55.2,43.5,0.56,0.17,High,92.18,108.45,94.11,58.61,7.3,318.74,32.87,65.49,45.8,28.39,Rail,3196.3,130.5,84.35,291.81,55.06,111456.22,9.65,0.06,10-11-2025,2025,Q4,11,November,46,10,2025,33.41,17.8,72.24,63.37,24.14,58.77,63.85
India,20.59,78.96,Southern Asia,Asia,406647,159442,10768.89,8,54.31,8536,71358,58.1,52517.18,29501.11,51373.08,13039.62,19,1.18,37,37250.11,3.03,115447,11396,123114,178696,428653,51.03,49.54,41.9,42.7,0.68,0.12,Medium,69.01,257.41,261.15,67.27,6.1,687.45,58.3,69.46,74.7,11.04,Sea,3146.6,96.33,97.97,170.89,51.06,46725.02,17.03,0.04,01-04-2024,2024,Q2,4,April,14,1,2024,16.13,25.8,53.92,81.52,66.94,85.66,64.92
South Korea,36.5,127.75,Eastern Asia,Asia,962408,159187,12213.92,22,194.1,13250,52956,95.1,69171.3,52521.7,25151.86,143089.63,23.99,1.36,66.6,75096.3,4.69,147866,47097,1059,159911,355933,31.55,70.04,56,30.9,0.31,0.16,High,61.26,98.27,37.3,113.34,13.4,306.19,23.69,45.01,33.2,4.82,Air,3912.7,230.49,83.37,400.84,57.56,75510.35,5.31,0.17,01-09-2024,2024,Q3,9,September,35,1,2024,41.58,4.39,57.29,66.21,26.19,32.52,57.26
India,20.59,78.96,Southern Asia,Asia,358002,147030,12354.62,8,56.79,6627,60550,52.3,66713.82,28971.19,7565.07,44998.28,36.09,1.1,15.4,73322.77,3.79,96486,10982,153578,154213,415259,20.85,78.35,40.9,35.9,0.97,0.01,Medium,90.16,45.28,112.41,103.14,21.8,304.69,68.68,35.01,84.7,12.06,Road,2951.2,240.88,91.52,347.63,78.78,23070.32,3.04,0.21,26-05-2024,2024,Q2,5,May,21,26,2024,36.96,20.28,88.77,93.03,23.82,9.31,80.27
France,46.23,2.21,Western Europe,Europe,1658508,223134,14210.41,17,109.16,15271,87617,76.1,54055.84,23925.34,12674.67,8030.84,29.08,2.12,35.1,21122.25,4.89,121588,13432,75911,28570,239501,80.65,18.09,44.5,86,0.73,0.22,Medium,87.28,170.22,169.03,132.26,8.5,599.69,64.82,67.77,73.9,4.66,Sea,3002.5,26.07,72.07,200.76,53.37,71557.48,12.25,0.35,13-06-2025,2025,Q2,6,June,24,13,2025,40.83,7.2,48.72,71.86,82.11,82.92,67
France,46.23,2.21,Western Europe,Europe,1744555,260140,16062.78,14,110.23,15549,94979,77.5,110230.55,38676.12,74535.74,86918.36,31.08,1.7,88.5,25841.29,5.23,27961,35445,54608,216205,334219,40.63,56.59,45.4,11.3,0.28,0.05,Medium,69.99,99.02,159.16,90.57,18.4,492.33,59.91,55.69,78.3,7.11,Air,4526.1,212.13,86.19,113.99,58.66,19702.5,2.18,0.04,11-01-2025,2025,Q1,1,January,2,11,2024,18.49,17.14,48.3,51.24,33.95,72.88,58.62
United Kingdom,55.38,-3.44,Northern Europe,Europe,1561331,250896,18831.16,12,105.3,17286,70231,75.7,105658.37,16317.22,45209.61,63443.55,27.79,1.05,62.3,74951.44,5.77,161793,17948,130008,45413,355162,59.01,38.22,40.4,60.1,0.8,0.12,Medium,80.27,299.68,283.63,57.58,3.5,458.44,74.72,55.51,93.6,26.59,Road,1974.8,134,73.38,109.25,52.72,14605.11,4.67,0.37,06-04-2025,2025,Q2,4,April,14,6,2025,12.84,5.69,28.61,97.6,69.13,44.06,72.55
Norway,60.47,8.47,Northern Europe,Europe,865491,118126,11035.5,3,16.45,6175,21939,79.9,10804.98,3718.95,17896.08,9673.77,20.74,4.36,74.1,42204.77,4.32,85107,6208,84437,74883,250635,17.33,83.84,56,27.3,0.43,0.11,High,93.68,50.54,253.22,62.62,20.5,442.46,8.78,56.98,25.1,14.94,Road,1122.6,200.4,96.19,55.31,59.95,52733.27,12.31,0.23,16-12-2025,2025,Q4,12,December,51,16,2025,7.5,38.67,66.79,58.06,37.01,45.54,63.92
Chile,-35.68,-71.54,South America,South America,84360,15955,1370.3,3,9.43,914,4545,57.2,-5964.89,-10840.39,-2124.79,-21374.08,29.01,0.37,16.5,6634.74,2.26,83124,71768,4281,94124,253297,17.94,80.94,58.3,78.8,0.92,0.04,High,92.78,151.52,220.57,104.22,10,631.85,83.73,26.59,100,3.25,Road,4042.7,247.16,71.86,460.37,58.86,37278.76,3.53,0.44,25-10-2025,2025,Q4,10,October,43,25,2025,15.77,23.7,60.84,72.26,59,34.2,66.4
India,20.59,78.96,Southern Asia,Asia,410314,121385,5866.63,8,48.2,7555,72642,49.2,19416.02,17720.09,25333.44,4035.57,32.78,1.77,37.6,35088.67,4.23,172653,54448,147117,131969,506187,35.37,67.57,62.7,83.3,0.67,0.13,High,95.16,263.71,27.98,99.1,25.5,628.37,55.15,47.89,65.6,27.91,Sea,2415,74.74,81.02,152.07,83.62,111932.51,7.53,0.15,27-04-2024,2024,Q2,4,April,17,27,2024,13.88,12.91,40.4,62.34,12.35,43.27,69.6
Indonesia,-0.79,113.92,Southeast Asia,Asia,150771,36474,1610.94,7,75.14,2270,11083,66.2,-82428.21,-32943.29,-26394.99,-44621.68,19.41,4.93,66.3,4558.41,5.48,47053,14918,143076,76737,281784,40.94,61.68,46.8,66,0.93,0.02,Medium,94.09,117.51,23.56,68.71,12.2,508.94,13.71,34.5,26.1,18.75,Rail,2438.1,112.75,79.51,278.76,52.09,9969.07,15.61,0.25,28-10-2025,2025,Q4,10,October,44,28,2025,22.88,15.18,47.26,43.3,93.43,38.75,60.67
United Kingdom,55.38,-3.44,Northern Europe,Europe,1621441,220295,15481.97,11,95.24,14487,72369,78.1,113394.26,10499.01,87015.06,70134.99,21.31,4.46,59.4,112912.15,5.03,154643,77956,46024,167362,445985,30.31,72.62,74.3,93.3,0.46,0.45,High,76.31,144.69,228.04,90.65,7.9,519.15,80.3,73.67,88,6.2,Air,925.8,38.6,91.43,19.82,73.94,27424.93,15.04,0.45,28-10-2024,2024,Q4,10,October,44,28,2024,35.89,27.79,62.06,67.93,66.65,75.9,60.97
Japan,36.2,138.25,Eastern Asia,Asia,1980643,248799,15900.51,15,125.95,19588,96371,88.2,135037.28,41388.26,98440.89,12557.64,38.21,4.14,72.6,126358.34,4.66,102821,49994,81334,83271,317420,82.9,18.59,49.7,81.3,0.51,0.31,Medium,88.25,248.82,293.73,118.85,20.9,534.52,77.45,49.24,87.3,27.5,Air,3420.6,214.67,93.47,84.77,75.98,53558.22,7.97,0.23,06-04-2024,2024,Q2,4,April,14,6,2024,10.42,15.07,77.69,49.07,45.8,14.07,65.9
South Korea,36.5,127.75,Eastern Asia,Asia,931293,161097,8847.81,22,208.35,17584,53236,90.5,240707.69,80328.64,123172.02,8345.94,37.58,2.17,46.8,56752.17,3.49,67354,42716,158353,206491,474914,50.86,51.39,48.9,65.3,0.73,0.15,Medium,93.38,86.49,272.2,64.11,16.1,237.04,60.09,55.78,71.4,29.89,Sea,4085.3,214.6,74.83,445.43,62.43,56877.95,9.23,0.15,20-03-2025,2025,Q1,3,March,12,20,2024,7.98,26.4,93.98,49.07,11.2,75.58,63.99
Norway,60.47,8.47,Northern Europe,Europe,861809,126287,5213.1,2,13.77,7947,19996,77.2,3495.25,5320.49,7269.37,15938.56,28.67,2.78,82.2,37199.01,5.29,166607,31165,151388,40708,389868,56.71,42.44,28.4,37.9,0.99,0,Medium,71.38,171.34,38.7,70.29,3.2,432.08,11.18,61.77,30.4,21.52,Sea,3127.4,141.26,83.37,122.95,77.45,97295.55,6.84,0.44,14-07-2025,2025,Q3,7,July,29,14,2025,6.86,28.81,37.96,41.24,19.11,47.65,65.42
Australia,-25.27,133.77,Oceania,Oceania,254781,45810,4271.5,4,29.82,4925,21717,62,-16984.76,-15562.75,-6198.67,-17047.25,31.58,1.29,47.9,28036.13,3.77,99917,18530,120660,30320,269427,43.21,53.81,35.7,23.3,0.71,0.06,Medium,74.6,128.8,80,103.04,18,304.24,75.45,71.81,93.3,4.92,Sea,4515,317.35,75.06,240.13,60.62,49060.73,3.8,0.26,17-02-2025,2025,Q1,2,February,8,17,2024,44.1,12.97,82.7,84.52,47.58,10.45,71.01
France,46.23,2.21,Western Europe,Europe,1579542,221556,12306.12,14,120.36,16550,88500,82.3,56063.9,25092.89,23116.19,10290.35,42.17,1.13,43.8,56929.57,4.15,214764,72523,174091,170378,631756,45.59,55.18,61.8,82.1,0.54,0.28,High,67.62,200.89,175.79,98.54,8,352.25,83.06,40.86,99.1,11.41,Rail,1420.4,209.51,90.66,86.59,46.61,86678.2,11.6,0.35,04-03-2025,2025,Q1,3,March,10,4,2024,27.59,9.13,33.55,50.27,44.37,87.5,50.67
Australia,-25.27,133.77,Oceania,Oceania,280316,50332,4854.72,6,48.59,4463,22281,65.8,-21621.35,-16729.84,-12673.6,-31547.84,22.1,1.55,67.4,31345.95,5.58,30150,25426,32562,34673,122811,88.39,8.66,32,61.3,0.75,0.14,Medium,66.69,295.1,292.17,108.96,7,752.67,10.24,50.9,23.4,19.67,Road,1665,246.51,75.64,136.92,89.08,21229.61,11.77,0.42,22-05-2024,2024,Q2,5,May,21,22,2024,3.18,10.93,22.57,92.02,26.2,68.19,78.95
Brazil,-14.24,-51.93,South America,South America,180311,38308,2585.48,2,20.02,2866,17974,63.3,21744.05,6506.32,4790.3,18913.88,38.92,3.13,59.6,18039.22,3.71,129009,19848,67889,182852,399598,70.22,28.9,39.6,46.4,0.56,0.12,Medium,67.83,285.6,146.68,58.95,22.5,315.97,51.02,43.38,68.4,21.27,Sea,3000.1,87.56,97.16,273.32,91.97,95887.03,16.03,0.39,28-08-2025,2025,Q3,8,August,35,28,2025,30.89,30.35,42.28,79,51.17,18.17,74.8
Australia,-25.27,133.77,Oceania,Oceania,256382,51377,4328.16,3,40.26,4577,23512,70.1,-37195.96,-17426.11,-6165.8,-8720.09,33.01,2.7,34.1,13849.78,4.29,170381,8743,147299,143119,469542,85.62,14.65,31,52.4,0.75,0.12,Medium,60.59,182.43,92.05,115.35,15.6,636.75,48.56,59.25,54.2,27,Road,4163,101.79,94.51,383.12,91.63,114346.34,14.63,0.22,30-12-2024,2024,Q4,12,December,1,30,2024,14.96,8.58,60.49,43,30.05,57.55,66.06
South Africa,-30.56,22.94,Southern Africa,Africa,67037,12437,735.33,0,6.12,693,2919,55.9,-17120.69,-7429.65,-12730.14,-16309.72,34.05,1.19,25.3,2210.14,2.45,150851,49752,165503,85271,451377,51.5,46.2,45.1,14.9,0.21,0.06,Medium,86.78,194.43,128.09,121.03,13.4,650.02,54.49,60.34,73.6,16.41,Rail,3362.4,201.64,71.17,127.93,49.23,62287.86,11.29,0.24,24-07-2025,2025,Q3,7,July,30,24,2025,40.3,25.96,81.24,42.9,55.74,85.59,58.45
Canada,56.13,-106.35,North America,North America,413278,64970,5355.83,7,68.33,6589,26648,65,-17093.77,-21585.73,-52961.71,-64824.04,41.09,0.47,50.9,26827.19,4.45,96728,35166,41981,199004,372879,75.78,23.57,61.2,93.8,0.33,0.52,High,76.41,303.35,116.33,138.62,27.5,620.08,13.7,77.41,28,26.61,Road,3874.6,141.78,87.24,259.86,49.83,47646.32,6.64,0.23,08-05-2025,2025,Q2,5,May,19,8,2025,40.65,13.1,37.22,92.28,40.88,33.44,64.33
France,46.23,2.21,Western Europe,Europe,1626950,232505,8299.9,15,117.03,15953,83308,77.3,55517.31,54057.63,28849.87,18410.32,25.09,2.67,47.2,35847.22,3.8,63402,39684,34864,75730,213680,57.77,40.52,36.7,30.1,0.6,0.1,Medium,83.51,248.26,245.99,115.88,1.2,695.18,25.22,51.08,33,29.39,Road,1166.6,119.25,80.84,122.83,92.79,2249.38,16.93,0.06,09-03-2025,2025,Q1,3,March,10,9,2024,34.64,34.56,55.33,68.17,34.63,6.04,76.94
South Africa,-30.56,22.94,Southern Africa,Africa,70969,11391,634.07,0,4.91,714,3110,52.9,-9611.57,-5740.72,-7395.28,-15583.56,22.62,4.38,58.1,3709.84,5.43,92763,59651,62383,72825,287622,50.69,52.28,42.7,69.6,1,0,Medium,72.84,230.75,31.79,95.64,15.2,710.34,21.66,81.55,34.9,24.48,Air,2404.4,270.87,87.96,188.8,50.48,73436.78,12.98,0.16,29-09-2024,2024,Q3,9,September,39,29,2024,38.22,27.78,52.67,91.23,72.8,34.01,67.96
United Kingdom,55.38,-3.44,Northern Europe,Europe,1613860,250897,19236.69,12,118.33,13099,74640,80.8,125827.49,13328.83,90719.32,66693.43,19.49,5.06,69.5,32965.38,5.58,171662,62683,35514,137708,407567,81,18.99,40.2,76.2,0.77,0.16,Medium,71.72,210.26,26.04,60.49,6.6,546.37,71.95,55.26,80.2,29.89,Road,4160.9,167.4,77.75,342.18,84.03,65188.91,4.91,0.06,14-10-2025,2025,Q4,10,October,42,14,2025,31.36,6.06,64.53,58.5,54.63,7.08,68.51
France,46.23,2.21,Western Europe,Europe,1677792,248346,20016.38,13,108.14,15403,75607,83.2,74079.36,42206.87,102639.71,109883.36,24.04,0.49,51.5,144960.39,3.75,12278,43346,118522,215638,389784,24.57,76.28,56,33.1,0.41,0.11,High,63.25,7.83,292.48,123.32,17.7,414.29,76.62,71.63,82.6,4.67,Air,3504.2,122.78,88,354.2,83.2,28288.98,7.81,0.24,08-04-2024,2024,Q2,4,April,15,8,2024,11.93,25.82,68.79,88.04,16.48,81.52,69.62
China,35.86,104.19,Eastern Asia,Asia,11605067,1337193,86550.51,98,718.68,207855,1288325,97.7,654978.16,387506.08,586408.46,498098.73,25.72,0.2,30.3,186097.17,3.01,129514,48705,136390,65266,379875,36.59,64.94,73.9,89.7,0.34,0.45,High,74.91,1.41,263.24,123.59,15.6,306.56,18.88,77.29,24.8,17.33,Road,2247.8,275.58,81.48,82.5,73.09,67400.27,4.59,0.07,10-09-2024,2024,Q3,9,September,37,10,2024,10.19,10.31,78.21,43.99,22.04,49.85,54.52
South Korea,36.5,127.75,Eastern Asia,Asia,1003125,154492,14646.46,24,197.59,14308,65301,98,186690.24,131249.16,166062.73,75396.01,40.85,2,59.3,22105.18,4.37,240345,2464,113853,163073,519735,31.49,69.67,53.5,64.3,0.78,0.12,High,87.98,13.49,271.8,132.45,3.8,343.28,86.56,32.12,94.6,33.94,Air,1053.5,258.65,93.42,97.14,50.92,2350.36,10.61,0.39,30-09-2025,2025,Q3,9,September,40,30,2025,3.37,5.74,58.72,66.09,49.9,88.33,62.87
United Kingdom,55.38,-3.44,Northern Europe,Europe,1625796,222281,12077.3,12,102.17,14268,83705,75,64066.43,24240.87,7340.52,104681.74,33.37,3.04,85.1,32194.83,6.11,108225,52788,59913,207632,428558,51.41,49.77,41,40.8,0.69,0.09,Medium,75.56,219.91,34.69,99.16,6.3,471.51,58.17,73.01,63.6,4.85,Air,3974.3,43.93,88.84,165.48,61.49,63226.59,12.12,0.27,19-08-2024,2024,Q3,8,August,34,19,2024,26.94,14.39,78.71,88.42,82.48,63.66,71.12
United States,39.83,-98.58,North America,North America,4700028,678932,52763.93,36,294.99,48403,179399,104.6,213020.99,182657.87,70648.9,85569.27,23.97,2.29,66.4,228165.17,3.99,67817,25902,27709,11778,133206,94.42,6.27,22.3,48.9,0.9,0.05,Low,82.92,102.74,223.01,137.35,21.8,338.45,64.76,75.51,71.4,2.02,Air,4993.3,271.19,82.25,323.05,82.73,77305.34,2.35,0.24,18-07-2025,2025,Q3,7,July,29,18,2025,10.87,19.76,65.21,89.88,55.06,87,83.31
South Korea,36.5,127.75,Eastern Asia,Asia,921200,162779,8262.72,21,211.93,13676,53254,92.2,195403.74,47182.92,104741.63,58248.34,42.75,1.8,57.3,10307.81,5.12,155167,61091,24733,205738,446729,41.38,58.84,48.7,44.4,0.58,0.17,Medium,60.17,78.22,222.93,55.17,3.8,125.47,18.7,65.63,27.8,25.11,Air,1200.3,168.63,81.91,53.8,47.31,33029.64,15.77,0.14,09-07-2025,2025,Q3,7,July,28,9,2025,35.6,35.04,72.63,65.82,61.23,87.33,56.15
Canada,56.13,-106.35,North America,North America,409758,67773,4579.52,8,61.91,6735,27014,70,-21325.49,-12073.82,-8594.38,-2895.58,18.35,1.05,19.5,31086.4,3.24,157522,59439,137304,68420,422685,73.89,25.9,44.7,92.5,0.89,0.06,Medium,64.58,24.44,16.63,64.11,20.3,515.92,56.17,78.9,70.7,17.8,Air,1911.5,188.75,72.03,88.15,90.51,23518.21,15.08,0.33,20-11-2024,2024,Q4,11,November,47,20,2024,8.29,29.52,47.14,77.22,16.14,65.6,71.9
Norway,60.47,8.47,Northern Europe,Europe,850404,109076,6611.13,3,15.25,7167,25374,76.5,6542.68,8483.86,5187.03,18447.19,39,1.97,48,40221.69,3.25,44160,19587,41541,70370,175658,29.08,68.42,62.2,59.6,0.42,0.29,High,88.78,339.48,220.07,90.95,1.8,432.17,89.55,30.72,100,4.02,Rail,294.7,116.95,79.68,23.97,74.41,3120.6,10.06,0.42,04-07-2024,2024,Q3,7,July,27,4,2024,14.17,39.03,33.98,64.27,21.49,72.87,66.31
United States,39.83,-98.58,North America,North America,5159575,711984,35325.75,53,327.62,63205,212755,110.7,179476.8,170876,295465.21,352557.68,23.55,6.28,79.9,151606.89,4.8,242737,76897,107804,75642,503080,54.59,43.78,34.6,19.9,0.59,0.04,Medium,94.4,38.35,171.37,63.02,22.5,142.12,19.68,56.41,25.8,33.3,Sea,878.3,258.7,72.87,58.04,63.84,66501.94,15.88,0.23,20-06-2024,2024,Q2,6,June,25,20,2024,13.4,18.72,51.13,89.71,13.24,12.04,78.34
Canada,56.13,-106.35,North America,North America,471594,71135,5647.47,6,53.57,5171,25160,66.4,-52903.94,-11081.5,-6807.58,-22034.94,29.25,0.93,60.8,21677.88,4.56,46469,85270,28308,218828,378875,33.73,65.15,64.5,76.3,0.5,0.23,High,61.75,120.09,245.69,137.55,18.4,176.16,30.26,40.64,43.8,33.78,Air,626.2,134.77,76.65,21.84,91.4,88222.21,17.5,0.32,28-11-2025,2025,Q4,11,November,48,28,2025,20.68,21.3,76.85,96.16,70.19,21.7,71.2
Australia,-25.27,133.77,Oceania,Oceania,254520,50876,3126.92,5,36.32,5330,21075,62.6,-39945.74,-1303.77,-21970.46,-26805.61,34.55,0.35,23.3,21890.42,2.72,7800,45253,62533,99973,215559,27.31,70.77,67.2,91.1,0.65,0.13,High,97.41,309.44,50.22,75.38,27.4,658.13,78.1,70.33,86.6,2.41,Road,4120.5,95.97,70.18,390.89,53.19,62911.84,6.67,0.34,31-10-2025,2025,Q4,10,October,44,31,2025,35.27,23.58,28.69,62.31,24.26,15.24,61.43
